session_id,journey_sequence,session_length,event_1,event_2,event_3,event_4,event_5,event_6
345,"summary, misc, summary, bbs, bbs",5,summary,misc,summary,bbs,bbs,
346,"on-air, on-air, misc, misc, misc, misc, news, news, news, news, on-air, on-air",16,on-air,on-air,misc,misc,misc,misc
347,"news, news, weather, news, weather, weather, opinion, opinion, opinion, opinion, opinion, opinion",20,news,news,weather,news,weather,weather
348,"health, health, health",3,health,health,health,,,
349,"health, health, health, health, health",5,health,health,health,health,health,
350,"on-air, misc, misc, on-air, misc, on-air, misc, on-air, misc, on-air, on-air",11,on-air,misc,misc,on-air,misc,on-air
351,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
352,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
353,"bbs, bbs, bbs, bbs, bbs, bbs",6,bbs,bbs,bbs,bbs,bbs,bbs
354,"tech, bbs, bbs, bbs, bbs",5,tech,bbs,bbs,bbs,bbs,
355,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
356,"weather, sports, sports, travel, sports, sports",6,weather,sports,sports,travel,sports,sports
357,"frontpage, frontpage, business, frontpage, frontpage, tech, frontpage, frontpage, tech, news, frontpage",11,frontpage,frontpage,business,frontpage,frontpage,tech
358,"on-air, on-air, on-air",3,on-air,on-air,on-air,,,
359,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
360,"weather, weather, weather, on-air, misc, misc, misc, on-air, misc, misc, misc, on-air",13,weather,weather,weather,on-air,misc,misc
361,"health, health",2,health,health,,,,
362,"weather, living, living, living, living, living, living, business, business, business, business",11,weather,living,living,living,living,living
363,"health, local, local, local, local",5,health,local,local,local,local,
364,"on-air, frontpage, frontpage",3,on-air,frontpage,frontpage,,,
365,"news, news, news",3,news,news,news,,,
366,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",6,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
367,"bbs, bbs",2,bbs,bbs,,,,
368,"frontpage, frontpage, news, news, news, local, local",7,frontpage,frontpage,news,news,news,local
369,"frontpage, bbs, frontpage, frontpage, frontpage",5,frontpage,bbs,frontpage,frontpage,frontpage,
370,"on-air, misc, misc, misc, on-air, news, news, news",8,on-air,misc,misc,misc,on-air,news
371,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",10,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
372,"summary, summary, summary",3,summary,summary,summary,,,
373,"on-air, living, on-air, on-air, misc, misc, on-air, misc, misc, on-air, on-air, misc",20,on-air,living,on-air,on-air,misc,misc
374,"frontpage, frontpage, living, living, living",5,frontpage,frontpage,living,living,living,
375,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
376,"local, local, local",3,local,local,local,,,
377,"opinion, news, news",3,opinion,news,news,,,
378,"frontpage, news, news, news, news",5,frontpage,news,news,news,news,
379,"frontpage, sports, frontpage, sports, sports, frontpage",6,frontpage,sports,frontpage,sports,sports,frontpage
380,"frontpage, frontpage, news, frontpage, frontpage, news, frontpage",7,frontpage,frontpage,news,frontpage,frontpage,news
381,"on-air, misc, misc, misc, misc, on-air, misc, on-air, travel, business",10,on-air,misc,misc,misc,misc,on-air
382,"health, frontpage, frontpage, living, local, on-air, local, misc, local, on-air",10,health,frontpage,frontpage,living,local,on-air
383,"news, misc, misc, misc, living, living, living, living, living, living, health, health",36,news,misc,misc,misc,living,living
384,"health, tech",2,health,tech,,,,
385,"frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",10,frontpage,bbs,bbs,bbs,bbs,bbs
386,"on-air, on-air",2,on-air,on-air,,,,
387,"local, local, local",3,local,local,local,,,
388,"news, news, frontpage, frontpage, sports, news, news, bbs, frontpage, news, news, news",12,news,news,frontpage,frontpage,sports,news
389,"summary, summary, bbs, summary, tech, bbs, bbs, bbs, bbs",9,summary,summary,bbs,summary,tech,bbs
390,"frontpage, business, frontpage, frontpage, frontpage, msn-sports, frontpage, news, news, frontpage, frontpage",11,frontpage,business,frontpage,frontpage,frontpage,msn-sports
391,"news, news, news, news, news",5,news,news,news,news,news,
392,"frontpage, news, frontpage, weather, weather, weather, frontpage, weather, weather, weather, weather, weather",18,frontpage,news,frontpage,weather,weather,weather
393,"on-air, health, health, news, health, news",6,on-air,health,health,news,health,news
394,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
395,"frontpage, news, local, news, on-air, on-air, news, sports, news, business, business, opinion",14,frontpage,news,local,news,on-air,on-air
396,"summary, summary, summary, summary, summary, summary, summary",7,summary,summary,summary,summary,summary,summary
397,"local, local",2,local,local,,,,
398,"health, health, misc, health, on-air",5,health,health,misc,health,on-air,
399,"news, news",2,news,news,,,,
400,"weather, weather, weather, weather, weather, weather, weather, weather, weather, local, local, local",15,weather,weather,weather,weather,weather,weather
401,"weather, weather, local, local",4,weather,weather,local,local,,
402,"summary, summary, summary, misc, local, misc, local, local, local, misc, local, misc",13,summary,summary,summary,misc,local,misc
403,"on-air, health",2,on-air,health,,,,
404,"on-air, on-air",2,on-air,on-air,,,,
405,"weather, weather, business, business, weather, weather, weather, weather",8,weather,weather,business,business,weather,weather
406,"health, opinion, opinion, opinion, opinion, opinion, opinion, health, opinion, opinion, opinion, health",16,health,opinion,opinion,opinion,opinion,opinion
407,"health, tech, health",3,health,tech,health,,,
408,"news, news",2,news,news,,,,
409,"health, local",2,health,local,,,,
410,"health, health, tech, frontpage, health, local, local, health",8,health,health,tech,frontpage,health,local
411,"sports, sports, sports, sports, sports, sports, sports",7,sports,sports,sports,sports,sports,sports
412,"health, misc, misc, misc",4,health,misc,misc,misc,,
413,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
414,"frontpage, frontpage",2,frontpage,frontpage,,,,
415,"summary, bbs, summary, summary, summary, summary",6,summary,bbs,summary,summary,summary,summary
416,"health, misc, misc, health",4,health,misc,misc,health,,
417,"msn-sports, msn-sports",2,msn-sports,msn-sports,,,,
418,"frontpage, frontpage",2,frontpage,frontpage,,,,
419,"bbs, bbs, bbs, bbs, bbs",5,bbs,bbs,bbs,bbs,bbs,
420,"frontpage, bbs, frontpage, business",4,frontpage,bbs,frontpage,business,,
421,"frontpage, frontpage, bbs",3,frontpage,frontpage,bbs,,,
422,"frontpage, business, frontpage",3,frontpage,business,frontpage,,,
423,"local, frontpage",2,local,frontpage,,,,
424,"frontpage, frontpage",2,frontpage,frontpage,,,,
425,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
426,"news, news",2,news,news,,,,
427,"news, news",2,news,news,,,,
428,"news, news",2,news,news,,,,
429,"frontpage, travel, on-air, on-air",4,frontpage,travel,on-air,on-air,,
430,"on-air, misc, misc, on-air, misc, misc, misc, tech, tech, tech",10,on-air,misc,misc,on-air,misc,misc
431,"bbs, tech, on-air, tech",4,bbs,tech,on-air,tech,,
432,"tech, tech",2,tech,tech,,,,
433,"tech, travel",2,tech,travel,,,,
434,"weather, weather",2,weather,weather,,,,
435,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",10,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
436,"on-air, local, local, local",4,on-air,local,local,local,,
437,"tech, sports, sports, sports, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",14,tech,sports,sports,sports,bbs,bbs
438,"tech, tech, tech",3,tech,tech,tech,,,
439,"summary, summary, summary",3,summary,summary,summary,,,
440,"tech, frontpage, frontpage, misc, misc, frontpage, opinion, opinion, opinion, opinion, opinion, opinion",15,tech,frontpage,frontpage,misc,misc,frontpage
441,"health, health, frontpage, summary",4,health,health,frontpage,summary,,
442,"local, local",2,local,local,,,,
443,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
444,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
445,"summary, summary, summary, summary, misc, misc, summary, summary, bbs, bbs, bbs, summary",12,summary,summary,summary,summary,misc,misc
446,"tech, tech, tech, tech, tech, tech",6,tech,tech,tech,tech,tech,tech
447,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
448,"frontpage, msn-sports",2,frontpage,msn-sports,,,,
449,"frontpage, frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",10,frontpage,frontpage,bbs,bbs,bbs,bbs
450,"health, health, health, health, health, health, health, health, health, health",10,health,health,health,health,health,health
451,"on-air, travel",2,on-air,travel,,,,
452,"local, summary",2,local,summary,,,,
453,"weather, weather",2,weather,weather,,,,
454,"summary, summary, summary, bbs",4,summary,summary,summary,bbs,,
455,"on-air, health, on-air, misc, misc, misc, misc, misc, misc, misc, misc, misc",29,on-air,health,on-air,misc,misc,misc
456,"summary, summary",2,summary,summary,,,,
457,"frontpage, frontpage, sports, frontpage",4,frontpage,frontpage,sports,frontpage,,
458,"health, local",2,health,local,,,,
459,"local, on-air, on-air, on-air",4,local,on-air,on-air,on-air,,
460,"frontpage, sports",2,frontpage,sports,,,,
461,"frontpage, news, news, news, news, news, misc, local, misc, local, local, local",12,frontpage,news,news,news,news,news
462,"summary, summary, summary, summary, summary, summary, summary, bbs, summary, bbs, summary, summary",17,summary,summary,summary,summary,summary,summary
463,"health, misc, health, frontpage, frontpage, frontpage, business, business, business, msn-sports, business, business",18,health,misc,health,frontpage,frontpage,frontpage
464,"frontpage, frontpage, sports, bbs",4,frontpage,frontpage,sports,bbs,,
465,"health, business",2,health,business,,,,
466,"sports, sports, sports, sports, sports, sports",6,sports,sports,sports,sports,sports,sports
467,"on-air, travel, misc, misc, misc, on-air, travel, on-air, travel, opinion",10,on-air,travel,misc,misc,misc,on-air
468,"frontpage, frontpage, frontpage, business, frontpage, frontpage, local, frontpage, business, frontpage, frontpage, local",14,frontpage,frontpage,frontpage,business,frontpage,frontpage
469,"sports, weather",2,sports,weather,,,,
470,"sports, frontpage",2,sports,frontpage,,,,
471,"on-air, weather, weather, on-air",4,on-air,weather,weather,on-air,,
472,"weather, weather, frontpage, weather, frontpage, weather, frontpage, weather, weather, frontpage, weather, weather",20,weather,weather,frontpage,weather,frontpage,weather
473,"sports, business",2,sports,business,,,,
474,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
475,"frontpage, misc, misc, frontpage, travel",5,frontpage,misc,misc,frontpage,travel,
476,"summary, bbs, bbs, bbs, bbs",5,summary,bbs,bbs,bbs,bbs,
477,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
478,"frontpage, business, business, frontpage, business, frontpage, business, business, frontpage, frontpage, local",11,frontpage,business,business,frontpage,business,frontpage
479,"on-air, on-air",2,on-air,on-air,,,,
480,"frontpage, on-air, frontpage",3,frontpage,on-air,frontpage,,,
481,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
482,"news, tech, tech",3,news,tech,tech,,,
483,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
484,"frontpage, bbs",2,frontpage,bbs,,,,
485,"on-air, on-air, misc, misc, misc, on-air, misc, on-air, on-air",9,on-air,on-air,misc,misc,misc,on-air
486,"frontpage, frontpage",2,frontpage,frontpage,,,,
487,"frontpage, business, news, news, news, news, bbs, bbs, bbs, bbs",10,frontpage,business,news,news,news,news
488,"news, frontpage, on-air, frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",29,news,frontpage,on-air,frontpage,bbs,bbs
489,"weather, weather, bbs",3,weather,weather,bbs,,,
490,"tech, tech, tech, tech, tech, tech",6,tech,tech,tech,tech,tech,tech
491,"frontpage, frontpage",2,frontpage,frontpage,,,,
492,"frontpage, sports, sports, news, news, news, sports, sports, misc, misc, misc, misc",21,frontpage,sports,sports,news,news,news
493,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
494,"on-air, on-air, news, news, living, misc, misc, local, misc, misc, local",11,on-air,on-air,news,news,living,misc
495,"summary, summary",2,summary,summary,,,,
496,"summary, misc, summary, frontpage, summary, frontpage",6,summary,misc,summary,frontpage,summary,frontpage
497,"frontpage, frontpage, frontpage, local, tech, tech, tech, frontpage, frontpage, frontpage, frontpage, frontpage",18,frontpage,frontpage,frontpage,local,tech,tech
498,"health, health, health",3,health,health,health,,,
499,"local, local, summary",3,local,local,summary,,,
500,"bbs, bbs",2,bbs,bbs,,,,
501,"frontpage, living, news, news, news, news, news",7,frontpage,living,news,news,news,news
502,"frontpage, frontpage, misc, misc, frontpage, misc, frontpage, misc",8,frontpage,frontpage,misc,misc,frontpage,misc
503,"frontpage, frontpage, bbs, bbs, bbs, bbs, frontpage",7,frontpage,frontpage,bbs,bbs,bbs,bbs
504,"summary, summary, summary",3,summary,summary,summary,,,
505,"tech, travel, business, news, tech",5,tech,travel,business,news,tech,
506,"tech, health, health",3,tech,health,health,,,
507,"tech, tech, frontpage, frontpage",4,tech,tech,frontpage,frontpage,,
508,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",10,weather,weather,weather,weather,weather,weather
509,"frontpage, on-air, on-air, on-air, on-air, on-air, on-air, on-air, on-air",9,frontpage,on-air,on-air,on-air,on-air,on-air
510,"health, health, health, health, health, health, health",7,health,health,health,health,health,health
511,"on-air, misc, misc, misc, on-air, news, news",7,on-air,misc,misc,misc,on-air,news
512,"news, news, news",3,news,news,news,,,
513,"frontpage, business, sports, sports, tech, tech, tech, tech, tech, tech, sports, sports",12,frontpage,business,sports,sports,tech,tech
